,key,val
2813,KT & Quản lý môi trường,7520320
2814,Kĩ thuật vật liệu,7520309
2815,Khoa học máy tính (chất lượng cao),7480101
2816,Mạng máy tính và truyền thông dữ liệu (chất lượng cao),7480102
2817,Hệ thống thông tin (tiên tiến),7480104
2818,Công nghệ thông tin (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre),74802
2819,Kỹ thuật Xây dựng (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre),7580201
2820,An toàn thông tin (chất lượng cao),7480202
2821,Kĩ thuật tài nguyên nước,7580212
2822,Kỹ thuật phần mềm (chất lượng cao),7480103
2823,Kĩ thuật Hệ thống Công nghiệp,7520118
2824,Kỹ thuật máy tính (chất lượng cao),7480106
2825,Công nghệ thông tin (chất lượng cao định hướng Nhật Bản),74802
2826,Kiến trúc DD & CN,7580101
2827,KT Hệ thống Công nghiệp,7520118
2828,Hệ thống thông tin chương trình chất lượng cao,7480104
2829,An toàn thông tin chương trình chất lượng cao,7480202
2830,KT hệ thống công nghiệp,7520118
2831,Hệ thống thông tin chương trình tiên tiến,7480104
2832,Vật lý KT,75204
2833,Thương mại điện tử (chất lượng cao),7340122
2834,Kỹ thuật hàng không phía Nam miền Nam,7520120
2835,Kỹ thuật máy tính - chất lượng cao,7480106
2836,"Chỉ huy tham mưu Phòng không, Không quân và Tác chiến điện tử",7860204
2837,Hệ thống thông tin (chất lượng cao),7480104
2838,Chỉ huy tham mưu,7860220
2839,Mạng máy tính và TT,7480102
2840,Nhóm ngành Dệt - May,7540204
2841,Quản lý Công nghiệp,75106
2842,Công nghệ Kỹ thuật Vật liệu Xây dựng,7510105
2843,Kinh tế học,73101
2844,Kỹ thuật Cơ khí (Chương trình Chất lượng cao),7520103
2845,Kinh tế đối ngoại (Chất lượng cao),7540106
2846,Kỹ thuật Dầu khí (Chương trình Chất lượng cao),7520604
2847,Quản trị du lịch và lữ hành,7810103
2848,Kinh doanh quốc tế (Chất lượng cao bằng tiếng Anh),7340120
2849,Tài chính – Ngân hàng (Chất lượng cao bằng tiếng Anh),7340201
2850,Công nghệ thông tin (Khoa học dữ liệu),74802
2851,Luật dân sự (Chất lượng cao),7380103
2852,Luật kinh doanh (Chất lượng cao),73401
2853,Kinh tế và Quản lý công chất lượng cao,7340403
2854,Kỹ thuật máy tính chương trình chất lượng cao,7480106
2855,"Nhóm ngành Kỹ thuật Điện, Kỹ thuật Điện tử - Viễn thông, Kỹ thuật Điều khiển & Tự động hóa",7520207
2856,Marketing (410),7340115
2857,Kỹ thuật Vật liệu,7520309
2858,Kĩ thuật công trình thuỷ,7580202
2859,Kế toán chất lượng cao hoàn toàn bằng tiếng Anh (dự kiến),7540106
2860,Kỹ thuật Nhiệt (Nhiệt lạnh),7520115
2861,Kỹ thuật Máy tính (Chương trình Chất lượng cao),7480106
2862,Kỹ thuật Công trình Xây dựng; Kỹ thuật Xây dựng Công trình Giao thông (Chương trình Chất lượng cao),7580205
2863,Kỹ thuật Ô tô (Chương trình Chất lượng cao),7520130
2864,Luật Tài chính - Ngân hàng,7340201
2865,Cơ Kĩ thuật,7520101
2866,Kinh tế và quản lý Công,7340403
2867,Cơ khí -Cơ Điện tử,7520114
2868,Kinh tế và Quản lý Công,7340403
2869,Luật Thương Mại,7340121
2870,Kỹ thuật Địa chất - Dầu khí,7520501
2871,Marketing (Chất lượng cao),7340115
2872,Thương mại điện tử (Chất lượng cao),7340122
2873,Luật Tài chính - Ngân hàng - Chứng khoán,7340201
2874,Kỹ thuật địa chất - Dầu khí,7520501
2875,Hệ cao đẳng- Bảo dưỡng công nghiệp (Cao đẳng) - Đợt 1,7510211
2876,Kỹ thuật vật liệu,7520309
2877,Luật tài chính - Ngân hàng (Chất lượng cao),7340201
2878,Kiến trúc DD và CN,7580101
2879,Luật thương mại quốc tế (Chất lượng cao),7340122
2880,Kinh tế đối ngoại chất lượng cao,7540106
2881,Kinh doanh quốc tế (408),7340120
2882,Luật Tài chính – Ngân hàng,7340201
2883,Tài chính – Ngân hàng chất lượng cao hoàn toàn bằng tiếng Anh (dự kiến),7340201
2884,Luật TC-NH-CK,73801
2885,Luật dân sự,7380103
2886,Kinh tế và quản lý công,7340403
2887,Kế toán kiểm toán,73403
2888,Luật tài chính ngân hàng chứng khoán,7340201
2889,Luật thương mại quốc tế CLC,7340122
2890,Hóa học (Hóa sinh),7440112
2891,Công nghệ Thông tin (Chương trình liên kết),74802
2892,Kỹ thuật Điện tử Viễn thông (Chương trình liên kết),7520207
2893,Kĩ thuật điều khiên và tự động hoá,7520216
2894,Kĩ thuật địa chât,7520501
2895,Luật Dân sự,7380103
2896,Kỹ thuật Hệ thống công nghiệp,7520118
2897,Kỹ thuật phần mềm chương trình chất lượng cao,7480103
2898,Luật Thương mại quốc tế,7340122
2899,Kỹ thuật Môi trường,7520320
2900,Kỹ thuật điều khiển & Tự động hoá,7520216
2901,Kinh tế & QL công,7310101
2902,Toán ứng dụng (Kỹ thuật Tài chính & Quản trị rủi ro),7460112
2903,"Kĩ thuật cơ, điện tử",7520114
2904,Mạng máy tính và truyền thông,7480102
2905,Kĩ thuật xây dựng công trình giao thông (Cầu Đường),7580205
2906,Bảo dưỡng công nghiệp,7510211
2907,Kỹ thuật Điện tử viễn thông,7520207
2908,Kinh tế và Quản lý Công (Chất lượng cao),7340403
2909,Kĩ thuật y sinh,7520212
2910,Kỹ thuật Máy tính (Chương trình liên kết),7480106
2911,Vật lý kĩ thuật,75204
2912,Kĩ thuật Xây dựng,7580201
2913,Quản trị kinh doanh (Chất lượng cao),7340101
2914,Kĩ thuật Dệt,7520312
2915,Quản lí nguồn lợi thủy sản,7620305
2916,Kỹ thuật Điều khiển và Tự động hóa,7510303
2917,Hệ thống thông tin quản lý (Chất lượng cao),7340405
2918,Quản lý Thủy sản,7620305
2919,KT Giao thông,7510104
2920,Hóa sinh,7440112
2921,Luật tài chính - Ngân hàng (CLC tăng cường Tiếng Pháp),7340201
2922,Vật lý KT - Cơ KT,75204
2923,Tài chính - ngân hàng:,7340201
2924,Công nghệ hóa thực phẩm - Sinh học,7540101
2925,Quản trị kinh doanh (407),7340101
2926,Kinh doanh quốc tế chất lượng cao,7340120
2927,Vật liệu và cấu kiện XD,7520310
2928,Kỹ thuật Điện tử - Viễn thông,7520207
2929,Kỹ thuật Điện tử,7520201
2930,Kế toán (405),73403
2931,Kỹ Thuật Xây dựng,7580201
2932,Hệ thống thông tin quản lý (406),7340405
2933,Luật dân sự chất lượng cao,7380103
2934,Quản lý & Phát triển nguồn lợi thủy sản,7620305
2935,Luật thương mại quốc tế chất lượng cao,7340122
2936,Kỹ thuật Sinh học,7420202
2937,Kinh tế quốc tế (Kinh tế đối ngoại),7310106
2938,Cơ khí - Cơ điện tử,7520114
2939,Công nghệ Sinh học (Chất lượng cao),7420201
2940,Hoá học (Việt - Pháp),7310630
2941,Trắc địa (Trắc địa - địa chính - GIS),75205
2942,Khoa học Môi trường (Đào tạo tại Phân hiệu ĐHQG-HCM tại Bến Tre),74403
2943,Khoa học máy tính (Tiên tiến),7480101
2944,Truyền thông và mạng máy tính chương trình chất lượng cao,7480102
2945,Công nghệ Thông tin (Việt Pháp),74802
2946,Hệ thống thông tin (Thương mại điện tử),7340122
2947,Luật Kinh doanh,73401
2948,Kĩ thuật Y Sinh,7520212
2949,Kinh tế học và quản lý công,7340403
2950,Kỹ thuật hạt nhân,7520402
2951,Quản lý nguồn lợi thuỷ sản:,7620305
2952,Hoá học- CT Việt Pháp,7220101
2953,Công nghệ Điện - Điện tử,7510301
2954,Thương mại điện tử (ngành Hệ thống thông tin),7340122
2955,Hải dương học,7440228
2956,Công nghệ thông tin (Chất lượng cao): Chương trình đào tạo đạt chuẩn kiểm định quốc tế AUN-QA,74802
2957,Luật TMQT,73801
2958,Công nghệ kỹ thuật Hoá học - CT Chất lượng cao,751
2959,Khoa học máy tính chương trình chất lượng cao,7480101
2960,luật dân sự,7380103
2961,Kinh tế học (Chất lượng cao),73101
2962,Khoa học Dữ liệu,7440122
2963,Công nghệ tài chính (chất lượng cao),7540106
2964,Kỹ thuật Hệ thống công nghiệp (Chương trình liên kết),7520118
2965,Kiểm toán (Chất lượng cao),7340302
2966,Nhóm ngành máy tính và Công nghệ thông tin,748
2967,Kỹ thuật Hóa học,7520301
2968,Luật tài chính - Ngân hàng,7340201
2969,Công nghệ thông tin- CT tiên tiến,74802
2970,Hệ thống thông tin - chất lượng cao,7480104
2971,Công nghệ thông tin - TC Việt Pháp,74802
2972,Toán ứng dụng (Kỹ thuật tài chính và Quản trị rủi ro),7460112
2973,Kỹ thuật Y Sinh,7520212
2974,Marketing chất lượng cao,7340115
2975,Hoá sinh,7720302
2976,Công nghệ Thông tin (Chất lượng cao),74802
2977,Kiểm toán (409),7340302
2978,Công nghệ kỹ thuật Hoá học (Chất lượng cao),751
2979,Thương mại điện tử chất lượng cao (dự kiến),7340122
2980,Luật kinh doanh chất lượng cao,73401
2981,Kỹ thuật điện tử - Viễn thông,7520207
2982,Khoa học Vật liệu,7440122
2983,Kinh tế đối ngoại CLC,7310101
2984,Cao đẳng Công nghệ thông tin,74802
2985,mạng máy tính và truyền thông,7480102
2986,Kiểm toán CLC,7340302
2987,Quản trị kinh doanh (Chất lượng cao bằng tiếng Anh),7340101
2988,"Kỹ thuật điện tử, truyền thông (Điện tử - Viễn thông)",7520207
2989,"Công nghệ thông tin (Tiên tiến): Chương trình tiên tiến hợp tác với trường ĐH Portland, Hoa Kỳ",74802
2990,Kế toán (Chất lượng cao bằng tiếng Anh),7540106
2991,Kinh tế và Quản lý công,7340403
2992,Kinh doanh quốc tế chất lượng cao hoàn toàn bằng tiếng Anh,7340120
2993,Quản lý nguồn lợi thuỷ sản,7620305
2994,Hệ thống thông tin quản lý chất lượng cao,7340405
2995,Công nghệ thông tin- CT chất lượng cao,74802
2996,Công nghệ Viễn thông,7510302
2997,Quản trị kinh doanh CLC,7340101
2998,KH Vật liệu:,7520309
2999,QTKD,7520312
3000,CN Sinh học:,74201
3001,Nhóm ngành công nghệ thông tin,74802
3002,Ngôn ngữ Anh (Bến Tre),7220201
3003,Ngôn ngữ Đức,7220205
3004,Kỹ thuật Hệ thống Công nghiệp,7520118
3005,Toán Ứng dụng (Kỹ thuật Tài chính và Quản trị rủi ro),7460112
3006,Liên thông ĐH Công nghệ thông tin,74802
3007,Đô thị học,7580112
3008,Hệ liên thông từ Cao đẳng lên Đại học ngành Công nghệ Thông tin,74802
3009,Kế toán - Kiểm toán,73403
3010,Quan hệ Quốc tế,7310206
3011,Kỹ thuật điện tử - Viễn thông (Chất lượng cao),7520207
3012,Nhóm ngành Công nghệ thông tin,74802
3013,Cao đẳng ngành Công nghệthông tin,74802
3014,Quản trị Kinh doanh (Chương trình liên kết),7340101
3015,Công nghệ Sinh học (Chương trình liên kết),7420201
3016,Ngôn ngữ Tây Ban Nha,7220206
3017,KH Môi trường,7520320
3018,Kỹ thuật Không gian,7520121
3019,"Công nghệ thông tin (Việt - Pháp): Chương trình đào tạo hợp tác đại học Claude Bernard Lyon 1, Pháp",74802
3020,Hải dương học và Khí tượng Thuỷ văn:,7440228
3021,Toán - Tin học,74601
3022,Hải dương học-Khí tượng-Thủy văn,7440228
3023,Ngôn ngữ Italia,7220208
3024,Công nghệ sinh học:,7420201
3025,Toán ứng dụng (Kỹ thuật tài chính và quản trị rủi ro),7460112
3026,Nhật Bản học (Chất lượng cao),7310613
3027,Điện tử Viễn Thông,7520207
3028,Quản lý nguồn lợi thuỷ sản::,7620305
3029,Công nghệ Máy tính,7480108
3030,Nhóm ngành máy tính và công nghệ thông tin,748
3031,Công nghệ thông tin & truyền thông,7320106
3032,Kỹ thuật Hệ thống máy tính,7480106
3033,Hệ cao đẳng ngành Công nghệ thông tin,74802
3034,CN Môi trường:,7520320
3035,Hải dương học và Khí tượng Thuỷ văn,7440228
3036,Quản trị dịch vụ du lịch và lữ hành (Du lịch),7810103
3037,Công nghệ môi trường,7510406
3038,Ngôn ngữ Nga (Song ngữ Nga – Anh),7220202
3039,Quản trị dịch vụ du lịch và lữ hành (Bến tre),7810103
3040,Quản trị vùng và đô thị (Đô thị học),7580112
3041,Ngôn ngữ Ý,7229020
3042,Báo chí - Truyền thông,73201
3043,Giáo dục,7140101
3044,Thư viện thông tin,73202
3045,KH Môi trường:,7520320
3046,KH Vật liệu,7520309
3047,CN Sinh học,74201
3048,Hải dương học-Khí tượng-Thủy văn.,7440228
3049,Ngôn ngữ Nga (Song ngữ Nga - Anh),7220202
3050,Ngữ văn Anh,7140217
3051,Ngữ văn Pháp,7140217
3052,Ngữ văn Trung Quốc,7220204
3053,Ngữ văn Đức,7140217
3054,Ngữ văn Tây Ban Nha,7220206
3055,Thư viện - Thông tin,73202
3056,Răng hàm mặt (Chất lượng cao),77205
3057,Nhật Bản học (Bến tre),7310613
3058,Văn học và ngôn ngữ,72201
3059,Sư phạm Lịch sử - Địa lí,7140218
3060,Địa chất:,7440201
3061,Việt Nam học (CN Văn hoá - Du lịch),7310630
3062,CN Môi trường,7520320
3063,Công nghệ thông tin (chương trình chất lượng cao),74802
3064,Quan hệ Quốc tế (Chất lượng cao),7310206
3065,Song ngữ Nga - Anh,7220202
3066,Quản trị dịch vụ du lịch và lữ hành (Chất lượng cao),7810103
3067,Sư phạm Kinh tế gia đình.,78105
3068,Giáo dục chính trị,7140205
3069,Sư phạm Toán học (đào tạo GV THCS),7140209
3070,Báo chí & Truyền thông,73201
3071,Sư phạm Hóa học (đào tạo GV THCS),7140212
3072,Sư phạm Mĩ thuật,7140245
3073,Sư phạm Lịch sử (đào tạo GV THPT),7140218
3074,Ngôn ngữ Anh (CN Thương mại và Du lịch),7220201
3075,Sư phạm Kỹ thuật công nghiệp.,7140214
3076,Giáo dục chính trị (đào tạo GV THCS),7140205
3077,Sư phạm Vật lí (đào tạo GV THCS),7140211
3078,Sư phạm Ngữ văn (đào tạo GV THPT),7140217
3079,Sư phạm Địa lí (đào tạo GV THCS),7140219
3080,Sư phạm Tiếng Anh (đào tạo GV THCS),7140231
3081,Sư phạm Vật lí (đào tạo GV THPT),7140211
3082,Sư phạm Sinh học (đào tạo GV THCS),7140213
3083,Sư phạm Địa lí (đào tạo GV THPT),7140219
3084,Sư phạm Tiếng Anh (đào tạo GV THPT),7140231
3085,Y khoa (Chất lượng cao),7720101
3086,Sư phạm Kỹ thuật nông nghiệp.,7140215
3087,Sư phạm Tiếng anh,7140231
3088,Sư phạm Toán học (đào tạo GV THPT),7140209
3089,Sư phạm Kĩ thuật Công nghiệp,7140214
3090,Sư phạm Kinh tế Gia đình,78105
3091,CĐ Giáo dục Mầm non,7140201
3092,Ngôn ngữ Anh (Thương mại - du lịch),7220201
3093,Quản lí giáo dục,7140114
3094,Ngôn ngữ Anh (TM-DL),7220201
3095,Sư phạm Kĩ thuật Nông nghiệp,7140215
3096,Việt Nam học (Văn hóa – Du lịch),7310630
3097,Sư phạm Sinh học (đào tạo GV THPT),7140213
3098,Y đa khoa chất lượng cao,7540106
3099,Sư phạm Lịch sử (đào tạo GV THCS),7140218
3100,GD Chính trị,7310102
3101,CĐ Sư phạm Mĩ thuật,7140222
3102,Quản lí giáo dục:,7140114
3103,GD Tiểu học,7140202
3104,Dược học (Chất lượng cao),77202
3105,Khoa học thư viện::,73202
3106,SP địa lý,7140219
3107,Sư phạm Địa lý:,7140219
3108,Giáo dục chính trị (đào tạo GV THPT),7140205
3109,CD Giáo dục Mầm non,7140201
3110,"Ngôn ngữ Hàn Quốc (Chương trình đào tạo: Biên, phiên dịch)",7220210
3111,Địa lý học (Chương trình đào tạo: Địa lý du lịch),73105
3112,Việt Nam học (VH-DL),7310630
3113,Thư viện Thông tin,73202
3114,GD chính trị.,7310102
3115,Quản lí Giáo dục,7140114
3116,"Ngôn ngữ Nhật (Chương trình đào tạo: Biên, phiên dịch)",7220209
3117,Sư phạm Hóa học (đào tạo GV THPT),7140212
3118,Sư phạm Ngữ văn (đào tạo GV THCS),7140217
3119,SP lịch sử,7229010
3120,SP Tiếng Trung quốc,7140234
3121,Ngôn ngữ Nga – Anh,7220202
3122,SP toán học,74601
3123,SP song ngữ Nga-Anh,7220202
3124,Thư viện Thông tin.,73202
3125,GD quốc phòng - an ninh,7140208
3126,SP sinh học,74201
3127,SP tiếng Anh,7140231
3128,"Ngôn ngữ Pháp (Chương trình đào tạo: Du lịch, Biên, phiên dịch)",7220203
3129,Ngôn ngữ Nhật Bản,7220209
3130,GD chính trị,7310102
3131,"Ngôn ngữ Anh (Chương trình đào tạo: Tiếng Anh Thương mại, Biên, phiên dịch)",7340121
3132,SP Toán học,74601
3133,SP Địa lý.,7140219
3134,Cử nhân Việt Nam học (chuyên ngành Văn hóa du lịch),72201
3135,Vãn học,7229030
3136,CĐ Sư phạm Âm nhạc,7140221
3137,Cử nhân Tiếng Pháp,7140233
3138,SP Giáo dục thể chất,7140206
3139,Sư phạm Tiếng Nga,7140232
3140,SP tiếng Pháp,7140233
3141,Quản trị lữ hành,7810103
3142,Việt Nam học ( Chương trình đào tạo: Hướng dẫn viên du lịch,7310630
3143,SP Tin học,7140210
3144,Luật..,73801
3145,SP Tâm lý - Giáo dục,7310403
3146,Khoa học thư viện :.,73202
3147,Cử nhân Tiếng Nhật,7140236
3148,GD Tiểu học:,7140202
3149,GDQP – AN,7220201
3150,Âm nhạc,7140221
3151,Tài chính – Ngân hàng.,7340201
3152,Quản trị nhà hàng,7810202
3153,Việt Nam học (Văn hóa – Du lịch).,7310630
3154,GD Chính trị:,7310102
3155,Kinh tế Quốc tế,7310106
3156,Bảo vệ Thực vật,7620112
3157,Quản lí giáo dục::,7140114
3158,SP vật lý,7140211
3159,Khoa học Cây trồng,7620110
3160,SP tiếng Trung Quốc,7140234
3161,Ngôn ngữ Anh (tiếng Anh hệ số 2),7220201
3162,Tiếng Anh (TM-DL),7140231
3163,GD Tiểu học.,7140202
3164,Quản lý giáo đục,7140114
3165,Sư phạm Tiếng Anh (tiếng Anh hệ số 2),7140231
3166,SP Sử - Giáo dục quốc phòng,7140208
3167,Việt Nam học (chuyên ngành Hướng dẫn viên du lịch và Quản lý Nhà hàng - Khách sạn),78102
3168,SP ngữ văn,7140217
3169,SP song ngữ Nga - Anh,7220202
3170,Ngôn ngữ Nga - Anh,7220202
3171,Sư phạm Giáo dục tiểu học:,7140202
3172,Sư phạm Giáo dục mầm non,7140201
3173,Sư phạm Kĩ thuật nông nhiệp.,7140215
3174,Sư phạm Sinh Kĩ thuật Nông Nghiệp,7140215
3175,Sư phạm Giáo dục tiểu học,7140202
3176,SP Lịch Sử,7229010
3177,SP hóa học,7440112
3178,Cử nhân Quốc tế học,7310601
3179,SP Tiếng Pháp,7140233
3180,CNKT Điện tử - Viễn thông,7520207
3181,SP Giáo dục đặc biệt,7140203
3182,Cử nhân Vật lý,722
3183,Cử nhân Ngữ văn,722
3184,Giáo dục Thể chất (năng khiếu hệ sồ 2),7140206
3185,Cử nhân song ngữ Nga - Anh,7220202
3186,Việt Nam học (Văn hoá du lịch),7310630
3187,Bảo vệ thực vật (liên kết nếu chưa được phép mở ngành),7620112
3188,Thiết kế trang web,7210404
3189,Kĩ thuật hạt nhân,7520402
3190,Công nghệ Sau thu hoạch,7540104
3191,Sư phạm Tiểu học,7140210
3192,Ngôn ngữ Anh (3 chuyên ngành: Biên - phiên dịch; Tiếng Anh du lịch; Giảng dạy Tiếng Anh),7220201
3193,Phát triển nông thôn.,7620116
3194,Kinh doanh thương mại,7340121
3195,"Công nghệ thông tin (chương trình định hướng nghề nghiệp chất lượng cao, song ngữ Anh - Việt)",74802
3196,Công nghệ chế biến thuỷ sản,7540105
3197,Khai thác thuỷ sản,7620304
3198,"Quản trị dịch vụ du lịch và lữ hành (chuyên ngành Quản trị khách sạn, chương trình định hướng nghề nghiệp Chất lượng cao, song ngữ Anh - Việt)",7810103
3199,Kinh tế (chuyên ngành Luật kinh tế),7380107
3200,Công nghệ KT Điện tử . truyền thông,7320106
3201,Môi trường:,785
3202,Kỹ thuật cơ khí (chuyên ngành Kỹ thuật cơ khí động lực),7520116
3203,Quản trị dịch vụ Du lịch và Lữ hành:,7810103
3204,Kỹ thuật xây dựng (2 chuyên ngành: Kỹ thuật xây dựng; Kỹ thuật xây dựng công trình giao thông),7580201
3205,Tiếng Anh du lịch,78101
3206,Quản trị dịch vụ du lịch và lữ hành (chương trình song ngữ Pháp-Việt),7810103
3207,Kinh tế (chuyên ngành Kinh tế thủy sản),7310101
3208,Quản trị kinh doanh (chương trình song ngữ Pháp-Việt),7340101
3209,Công nghệ thực phẩm (2 Chuyên ngành: Công nghệ thực phẩm; Đảm bảo chất lượng và an toàn thực phẩm),7540101
3210,SP Vật lí,7140211
3211,Quản trị dịch vụ du lịch và lữ hành (2 chuyên ngành: Quản trị khách sạn; Quản trị dịch vụ du lịch và lữ hành),7810103
3212,Khoa học hàng hải,7840106
3213,Sư phạm giáo dục chính trị,7140205
3214,"Công nghệ kỹ thuật nhiệt (gồm 3 chuyên ngành: Điện lạnh, Cơ điện và Cơ điện Lạnh)",7510203
3215,Kỹ thuật cơ khí (chuyên ngành Kỹ thuật cơ khí),7520103
3216,Sư phạm Kĩ thuật nông nhiệp,7140215
3217,Kế toán (CN: Kế toán và TC-NH),73403
3218,Quản trị dịch vụ du lịch và Lữ hành,7810103
3219,Sư phạm Giáo dục chính trị,7140205
3220,Quản trị dịch vụ du lịch & lữ hành (chương trình song ngữ Pháp-Việt),7810103
3221,Sư phạm Tiểu học:,7140210
3222,Kế toán (Chuyên ngành Tài chính – Ngân hàng),7340201
3223,Quốc tế học:,7310601
3224,Khai thác thủy sản,7620304
3225,Công nghệ kỹ thuật nhiệt (02 chuyên ngành: Điện lạnh và Cơ điện lạnh),7510203
3226,Kế toán (2 chuyên ngành: Kế toán; Kiểm toán),73403
3227,Công nghệ thông tin (2 chuyên ngành: Công nghệ thông tin; Truyền thông và Mạng máy tính),74802
3228,"Kỹ thuật cơ khí (2 chuyên ngành Kỹ thuật cơ khí, Công nghệ chế tạo máy)",75102
3229,Kỹ thuật khai thác thủy sản,7620304
3230,Nuôi trồng thuỷ sản (2 chuyên ngành: Nuôi trồng thủy sản; Bệnh học thuỷ sản),7620301
3231,Công nghệ Cơ Điện tử,7510203
3232,Công nghê kỹ thuật xây dựng,7510103
3233,QLVH - Quản lý nhà nước về gia đình,7310205
3234,- Ngành Sáng tác văn hoc ( Chuyên ngành Viết báo ),7220110
3235,"Kỹ thuật nhiệt (3 chuyên ngành: Kỹ thuật nhiệt lạnh; Máy lạnh, điều hòa không khí và thông gió; Máy lạnh và thiết bị nhiệt thực phẩm)",7520115
3236,Văn hóa học - Nghiên cứu văn hóa,7229040
3237,QLVH - Đạo diễn sự kiện,7210227
3238,Gia đình học,7229045
3239,Liên thông thư viện,73202
3240,Bảo tàng học( Gồm chuyên ngành Bảo tàng; Bảo tồn di tích ),7320305
3241,Du lịch - Văn hóa du lịch,78101
3242,Liên thông du lịch,78101
3243,Văn hóa các dân tộc thiểu số Việt Nam D01,7220112
3244,"Việt Nam học - Lữ hành, Hướng dẫn du lịch C00",7310630
3245,Việt Nam học - Hướng dẫn du lịch quốc tế D96,7310630
3246,Quản lý thuỷ sản,7620305
3247,Văn hóa học - Nghiên cứu văn hóa A16,7229040
3248,Văn hóa học - Văn hóa truyền thông D01,7229040
3249,QLVH - Chính sách văn hóa và quản lý nghệ thuật D01,7229042
3250,Nhóm ngành khai thác hàng hải,7840106
3251,QLVH - Quản lý di sản văn hóa C00,73404
3252,QLVH - Biểu diễn âm nhạc,7210210
3253,Báo chí D78,7320101
3254,Khoa học thư viện D01,73202
3255,Bảo tàng học C00,7320305
3256,Kinh doanh xuất bản phẩm D01,7320402
3257,Văn hóa DSTT Việt Nam tổ chức và QLDL vùng DTTS,7220101
3258,Luật D78,73801
3259,QLVH - Quản lý di sản văn hóa,73404
3260,Bảo tàng học,7320305
3261,+ Chuyên ngành Quản lí nhà nước về văn hoá DTTS,7860109
3262,Văn hóa học - Nghiên cứu văn hóa D01,7229040
3263,QLVH - Chính sách văn hóa và quản lý nghệ thuật C00,7229042
3264,Văn hóa học - Văn hóa truyền thông,7229040
3265,QLVH - Quản lý di sản văn hóa D01,73404
3266,Công nghệ thực phẩm,7540101
3267,Quản lý di sản văn hóa,7229042
3268,QLVH - Biên đạo múa đại chúng,7210243
3269,Liên thông Quản lý văn hóa,7229042
3270,Quản trị kinh doanh (chương trình Chất lượng cao song ngữ Anh - Việt),7340101
3271,Khoa học thư viện C00,73202
3272,Bảo tàng học D01,7320305
3273,Sáng tác văn học C,7220110
3274,Kinh doanh xuất bản phẩm,7320402
3275,VNH-Văn hoá du lịch C,78101
3276,"Du lịch - Lữ hành, Hướng dẫn du lịch",78101
3277,Văn hóa học:,7229040
3278,VHH-Nghiên cứu VH D,7860113
3279,Sư phạm lịch sử,7140218
3280,QLVH-Đạo diễn sự kiện,7210227
3281,Việt Nam học - Văn hóa du lịch C00,7310630
3282,Khoa học thư viện C,73202
3283,"Việt Nam học - Lữ hành, Hướng dẫn du lịch D96",7310630
3284,Quản lý thuỷ sản (2 chuyên ngành Quản lý thủy sản; Khoa học thủy sản),7620305
3285,Bảo tàng học D,7320305
3286,Liên thông Việt Nam học D01,7310630
3287,VHH-Văn hóa truyền thông D,7320106
3288,Công nghệ chế tạo vỏ tàu thủy,7510202
3289,QLVH-QLNN về DSVH C,7860109
3290,Gia đình học D01,7229045
3291,Cao đẳng QLVH D,7340408
3292,QLVH - Quản lý nhà nước về gia đình C00,7310205
3293,Văn hoá Dân tộc thiểu số,7220112
3294,QLVH - Quản lý di sản văn hóa D96,73404
3295,+ Chuyên ngành Đạo diễn sự kiện,7210227
3296,công nghệ sinh học,7420201
3297,Thông tin học D01,74802
3298,Chuyên ngành : Chính sách văn hóa và quản lý nghệ thuật,72201
3299,Liên thông Khoa học thư viện C00,73202
3300,Chuyên ngành : Văn hóa truyền thống,7229040
3301,Chuyên ngành : Lữ hành - Hướng dẫn du lịch,7810103
3302,Liên thông Việt Nam học C00,7310630
3303,Chuyên ngành Văn hoá Du lịch,78101
3304,Nhóm ngành cơ khí,7520103
3305,Liên thông Quản lý văn hóa D01,7229042
3306,kĩ thuật tàu thủy,7510207
3307,Báo chí D01,7320101
3308,Chuyên ngành Chính sách văn hoá và Quản lí Nghệ thuật,7229042
3309,Văn hoá các DTTSVN C,7229042
3310,+ Chuyên ngành Chính sách văn hoá và Quản lí Nghệ thuật,7229042
3311,Nhóm ngành nuôi trồng thủy sản,7620301
3312,Liên thông VNH C,7850102
3313,QLVH-CSVH&QLNT D,7520312
3314,- Bảo tàng học( Gồm chuyên ngành Bảo tàng; Bảo tồn di tích ),7320305
3315,Kế toán (Chuyên ngành Kế toán),73403
3316,QLVH-CSVH&QLNT R,7520204
3317,+ Chuyên ngành Biểu diễn âm nhạc,7210210
3318,Liên thông KHTV C,7520120
3319,Kinh doanh XBP D,73401
3320,QLVH - Chính sách văn hóa và Quản lý nghệ thuật,7229042
3321,QLVH- QLNN về gia đình D,7229045
3322,Cao đẳng VNH C,78502
3323,Cao đẳng KHTV D,7520120
3324,Bảo tàng.,7320305
3325,"Văn hoá học ( Gồm các chuyên ngành: Nghiên cứu văn hoá, Văn hoá truyền thông )",7229042
3326,Văn hóa dân tộc,7229040
3327,Quản lý văn hóa (Chuyên ngành âm nhạc),7229042
3328,Chuyên ngành Biểu diễn âm nhạc,7210210
3329,Việt Nam học - Văn hóa du lịch D01,7310630
3330,Chuyên ngành : Quản lý nhà nước và gia đình,7310205
3331,Việt Nam học - Hướng dân du lịch quốc tế D01,7310630
